Title,ID,Year,Rating,Review
"Murder on the Orient Express",tt3402236,2017,6,***
Trolls,tt1679335,2016,6,***
Mudbound,tt2396589,2017,7,***
"Dawn of the Planet of the Apes",tt2103281,2014,9,"Riveting and beautiful, the second Planet of the Apes film ups its already good predecessor with intelligence and intimacy. This movie seems to have everything going for it (besides the fact that Lauren refuses to see it)—it is a technological achievement, gorgeous in every frame, smart, narratively complex (at least for a summer flick), and human. I can't believe I missed out on this franchise for so long, but I'm glad I've seen it now—and I won't soon forget it."
"Lady Bird",tt4925292,2017,9,"Surprisingly humorous, Lady Bird is one of the most poignant and relatable coming-of-age stories in film history."
"War for the Planet of the Apes ",tt3450958,2017,9,"Though the film drags at times, it has the most beautiful scenes in either list and some of the most potent character interactions put to film."
"Star Wars: The Last Jedi",tt2527336,2017,9,"The Last Jedi is perhaps the most thematically resonant of all the Star Wars films. It manages this accolade alongside some genuine surprises, lovely cinematography, and impressive action. Though it is certainly flawed, it makes for a more interesting installment than The Force Awakens"
"The Meyerowitz Stories (New and Selected)",tt5536736,2017,7,"The first half is better than the second; as a whole, it plays as an excellent character study."
"Jumanji: Welcome to the Jungle",tt2283362,2017,6,"It's exactly what you'd expect."
"Barton Fink",tt0101410,1991,8,"Complex and intriguing as all Coen films are, I am destined to come back to this film and continuing trying to pry open its mysteries and layers."
Cavalcade,tt0023876,1933,5,***
"Three Billboards Outside Ebbing, Missouri",tt5027774,2017,8,"Many movies have been made about the evils of revenge, but no movie has ever handled real, intimate, human revenge like Three Billboards—the kind of revenge that seeks to hate or love someone without fully knowing who they are. Our two main characters are intriguing and tragic, and you'll be tied up in their stories from minute one."
Primer,tt0390384,2004,8,"A rare movie that thrives on its complexity, Primer may have its issues, but it is undoubtedly fascinating."
"The Post",tt6294822,2017,8,"The first half, necessary to set up the second, can feel long at times. But the second half of the movie is engaging and at times beautiful. "
Hostiles,tt5478478,2017,8,"The narratively uneven, Hostiles is aesthetically and emotionally strong."
"The Shape of Water",tt5580390,2017,9,"Beautiful, whimsical, and classic, with a strong push of progressivism"
"The Haunting",tt0171363,1999,6,***
"Darkest Hour",tt4555426,2017,7,"Its cinematography and score make this dialogue-driven movie move with force"
"Hacksaw Ridge",tt2119532,2016,8,***
"Life Itself",tt2382298,2014,7,"The documentary is a documentary, but the life and beauty of its subject is unparalleled"
"Black Panther",tt1825683,2018,8,"Though it has its flaws, Black Panther stands as one of the best Marvel movies with an excellent villain, great music, and simply avoiding cliches. Also, its political statement is well-developed"
"Kiss Kiss Bang Bang",tt0373469,2005,8,"Funny and creative and thrilling, Kiss Kiss Bang Bang sets precedents for many of the blockbusters in the coming decade."
"Justice League: The Flashpoint Paradox",tt2820466,2013,6,"Technically it's lacking. But the story is very engaging."
"Game Night",tt2704998,2018,7,"A solid and funny flick with real character work"
"Hidden Figures",tt4846340,2016,6,"A fine movie, not spectacular enough in any regard for an Oscar nomination"
Annihilation,tt2798920,2018,8,***
Jackie,tt1619029,2016,7,"The style of the movie—in its music, production design, and cinematography—is what makes it special."
Unsane,tt7153766,2018,7,***
"Edge of Tomorrow",tt1631867,2014,9,***
"A Quiet Place",tt6644200,2018,7,***
"Avengers: Infinity War",tt4154756,2018,9,"This movie is exactly what the MCU needed—a movie with all the spectacle and humor, but moving this unprecedented franchise in new directions."
"Lars and the Real Girl",tt0805564,2007,6,"The acting and the tone seem inconsistent, but the film ends up being genuinely heartwarming."
"Intolerance: Love's Struggle Throughout the Ages",tt0006864,1916,7,"It may be hard to sit through, but the spectacle of Griffith's romantic epic is breathtaking and astounding."
"Bonnie and Clyde",tt0061418,1967,10,"Sensual and thrilling, Bonnie and Clyde is a wonder of its time, not only historically significant in the world of film but enchanting in its own right. "
"Being John Malkovich",tt0120601,1999,7,"Kaufman delivers a characteristically interesting script, but the characters aren't strong enough to achieve his goal."
Sunrise,tt0018455,1927,7,"Sunrise is a well-crafted film ahead of its time"
"Deadpool 2",tt5463162,2018,8,"This movie could easily be knocked down a point because of its poor structure and slow start, but the humor and action manage to make for an excellent viewing experience."
"Mean Streets",tt0070379,1973,7,"Mean Streets paves an excellent introduction to the work of Martin Scorsese. "
"A.I. Artificial Intelligence",tt0212720,2001,8,"I'm still wrestling with the movie's meaning, but even without a final answer, I have the strong suspicion that this is one of the most intelligent, well-crafted films I have seen in a while."
"Solo: A Star Wars Story",tt3778644,2018,7,"Though the humor is lacking and the acting uneven, the propulsive plot is one of the best in the franchise and the movie is still admittedly good."
"In Bruges",tt0780536,2008,9,"In Bruges is affecting and darkly funny. I already anticipate coming back to it many times on account of its tight, meaningful script."
"Duck Soup",tt0023969,1933,6,"The humor is there, for old audiences and new, but the filmmaking is lacking."
Collateral,tt0369339,2004,9,"Collateral bears a lot of similarities to Mann's other work, but bolstered by the intimate scope and Cruise's always solid performance, this movie manages to stand above the rest."
Upgrade,tt6499752,2018,9,"Though not the first in any regard, Upgrade delivers a suspenseful, imaginative thriller with heavily stylized action."
"The Philadelphia Story",tt0032904,1940,8,"The Philadelphia Story is a seminal work for three Hollywood giants"
Nashville,tt0073440,1975,7,"Though distastefully cynical, Nashville stands as a deeply personal film."
Coco,tt2380307,2017,8,"Unique, emotional, and at times lovely, Coco is another Pixar hit"
"The Rocky Horror Picture Show",tt0073629,1975,5,"The movie is undoubtedly interesting, but with the exception of a few musical numbers, I found myself rarely entertained."
"Killing Them Softly",tt1764234,2012,8,"Well edited and suspenseful; an excellent low-key thriller"
"Wind River",tt5362988,2017,8,***
"Before Midnight",tt2209418,2013,8,"Though more ""plotty"" and pessimistic than its predecessors, Before Midnight is still an excellent movie"
"Double Indemnity",tt0036775,1944,9,***
RoboCop,tt0093870,1987,9,"This is my second Paul Verhoeven movie, and it's easy to recognize him as a master of the craft."
Snowpiercer,tt1706620,2013,8,"The world is creative and the action propulsive"
"The Treasure of the Sierra Madre",tt0040897,1948,9,***
Hereditary,tt7784604,2018,7,"Interesting and thematically resonant, Hereditary falls short simply for lack of scares"
"Captain Fantastic",tt3553976,2016,7,***
"A Streetcar Named Desire",tt0044081,1951,9,"Launching one of the greatest careers in Hollywood history, A Streetcar Named Desire is almost the perfect melodrama."
"Jackie Brown",tt0119396,1997,8,***
"The Hateful Eight",tt3460252,2015,8,***
"Paths of Glory",tt0050825,1957,9,"Though one of his earliest, this is also one of Kubrick's best."
"Apollo 13",tt0112384,1995,8,"Apollo 13 is a solid, well-crafted movie."
Blindspotting,tt7242142,2018,9,"This is a movie of the times—humorous, mildly stylized, and political. And while the movie deals with the heavy topics of police brutality, race issues, and the problems of gentrification, its power is in its characters' arcs."
"Ant-Man and the Wasp",tt5095030,2018,7,"It's a strong movie as all Marvel films are, but it adds little new material and reaches its saturation point for plot holes and techno-babble."
"Mission: Impossible - Fallout",tt4912910,2018,9,"This is about as perfect an action movie as they come. It is thrilling and suspenseful throughout, the set-pieces are daring, the cinematography graceful, and the themes cogent (you can't ask for much more than that in an MI film)."
Selena,tt0120094,1997,7,"Where it lacks in technique (though there are some surprisingly interesting choices made) and narrative inventiveness, it makes up for it in heart and cultural import"
"The Informant!",tt1130080,2009,9,***
"The Meg",tt4779682,2018,5,"It can be fun at times, but it doesn't go far enough and campy enough."
"Last Days in the Desert",tt3513054,2015,7,"Last Days in the Desert is elegantly shot and boasts a strong performance and writing around its central character(s) played by Ewan McGregor, but other parts of the movie don't live up to those same standards and its thematic intent becomes muddled."
BlacKkKlansman,tt7349662,2018,8,"Funny and thrilling, BlackkKlansman succeeds as a movie. As political commentary, it is sometimes ambiguous but generally piercing. "
Paddington,tt1109624,2014,9,"Perfectly crafted in its simplicity"
Searching,tt7668870,2018,8,"It's suspenseful and it naturally incorporates its stylistic gimmick (for the most part)—and that's really all you can ask of these movies."
"To All the Boys I've Loved Before",tt3846674,2018,9,"A perfectly delightful and elegantly structured teen-drama flick"
"A Simple Favor",tt7040874,2018,6,"A Simple Favor can be funny and suspenseful at times, but it's confused about its genre leaving the audience even more confused"
Fracture,tt0488120,2007,7,"An effective mystery with some strong performances"
"Son of Man",tt0065017,1969,9,"Though technically lacking, no other depiction of Jesus is as rich and functional in its attempt to make the story come alive"
"The Last Temptation of Christ",tt0095497,1988,8,"An interesting take on this important figure, but ultimately lacking in cohesion and weight"
"The Passion of the Christ",tt0335345,2004,8,"Though some elements are over-the-top, the attention to detail and grandeur of the film are undeniable."
"Inside Llewyn Davis",tt2042568,2013,9,"Deeply melancholy and affecting, but simultaneously charming and witty"
"A Star Is Born",tt1517451,2018,8,"An effective melodrama, Cooper shows off his directing chops alongside those baby blue eyes, and we should expect to see more of Gaga in Hollywood projects."
"First Man",tt1213641,2018,8,"This is another excellent addition to Damien Chazelle's filmography. It stands alongside some of the other modern space exploration greats. It has the drama and period romance of Apollo 13 along with the kinetic suspense of Gravity. Probably its greatest asset is its sound design."
"Bad Times at the El Royale",tt6628394,2018,8,"While far from perfect, Bad Times is thoroughly entertaining with fun twists and turns along the way"
"The Exorcist",tt0070047,1973,8,"As with many movies of its age, it has lost some of its scare-factor, but the characters, filmmaking, and creativity remain fresh as ever."
"Fantastic Beasts: The Crimes of Grindelwald",tt4123430,2018,6,"This movie suffers from many of the same vices as the first--the magic is too easy, common, and digitally animated, the plot is too convoluted, and some of the characters are obnoxious--yet anytime Jude Law graces the screen, the movie excels, the final confrontation is suspenseful, and the world of the film is enchanting as always."
"Mutiny on the Bounty",tt0026752,1935,8,"Though Bligh's callousness is comical at times, the movie is technically and dramatically powerful"
"Green Book",tt6966692,2018,7,"The main characters are excellent and the movie is fun, but there is nothing extraordinarily novel to be found here"
Widows,tt4218572,2018,8,"Widows is an empowering, cathartic thriller with excellently written and performed characters"
"Spider-Man: Into the Spider-Verse",tt4633694,2018,9,"With the possible exception of Sam Raimi's second installment, this is the best Spider-Man film to-date--and being the best Spider-Man film counts for a lot given the dramatic import of the property. This film boasts powerful backstories for several characters and two wonderfully architected arcs for its leads. And, of course, its style is breathtaking in its beauty and originality."
"The Greatest Showman",tt1485796,2017,6,"Though filled with cliches and stunted arcs, the music and performances are undeniably fun."
"White Christmas",tt0047673,1954,7,***
"The Ballad of Buster Scruggs",tt6412452,2018,8,"Though its nihilism is overwhelming and unwelcome, the flair and language of the characters is enchanting and each tale enthralling."
"Won't You Be My Neighbor?",tt7681902,2018,8,"Earnest and heartwarming"
